User_ID,Session_Length_Minutes,Time_of_Day,Lesson_Completed,Difficulty_Level,Notifications_Received,Interacted_With_Feature,Subscription_Status,Rating,Country,Device_Type,Churned,Session_Date
user_275,5.86,Afternoon,1,Advanced,0,Yes,Free,4.0,USA,Desktop,0,2024-03-31 06:00:00
user_278,14.91,Afternoon,0,Intermediate,2,Yes,Free,4.0,USA,Desktop,0,2024-03-31 07:00:00
user_1,5.63,Night,0,Beginner,0,Yes,Free,4.0,UK,Desktop,0,2024-03-31 08:00:00
user_813,4.98,Evening,0,Beginner,0,Yes,Free,4.0,Australia,Tablet,1,2024-03-31 09:00:00
user_803,14.83,Evening,1,Advanced,0,No,Free,4.0,India,Desktop,0,2024-03-31 10:00:00
user_386,5.2,Morning,1,Beginner,0,Yes,Free,3.0,USA,Mobile,0,2024-03-31 11:00:00
user_989,0.46,Afternoon,1,Beginner,0,No,Premium,4.0,India,Desktop,0,2024-03-31 12:00:00
user_984,3.28,Night,0,Intermediate,0,No,Premium,5.0,Brazil,Mobile,1,2024-03-31 13:00:00
user_141,3.78,Afternoon,0,Advanced,2,Yes,Free,5.0,Brazil,Tablet,0,2024-03-31 14:00:00
user_299,4.87,Afternoon,0,Intermediate,3,Yes,Premium,5.0,UK,Mobile,0,2024-03-31 15:00:00
user_684,11.43,Evening,1,Beginner,0,No,Premium,5.0,Australia,Tablet,0,2024-03-31 16:00:00
user_618,5.34,Afternoon,1,Intermediate,1,No,Free,5.0,UK,Desktop,0,2024-03-31 17:00:00
user_808,2.41,Afternoon,1,Beginner,1,No,Free,4.0,India,Tablet,0,2024-03-31 18:00:00
user_89,26.05,Evening,0,Beginner,1,No,Free,5.0,Brazil,Tablet,0,2024-03-31 19:00:00
user_51,14.07,Evening,0,Advanced,2,No,Free,5.0,India,Mobile,0,2024-03-31 20:00:00
user_9,4.12,Afternoon,0,Beginner,0,Yes,Premium,4.0,India,Mobile,1,2024-03-31 21:00:00
user_451,12.89,Morning,0,Beginner,3,Yes,Free,2.0,USA,Mobile,0,2024-03-31 22:00:00
user_392,4.28,Afternoon,1,Beginner,2,No,Premium,3.0,Germany,Tablet,0,2024-03-31 23:00:00
user_50,8.49,Evening,1,Beginner,0,Yes,Free,4.0,India,Mobile,0,2024-04-01 00:00:00
user_915,61.65,Afternoon,1,Intermediate,0,Yes,Free,5.0,UK,Desktop,0,2024-04-01 01:00:00
user_569,63.49,Afternoon,1,Beginner,2,Yes,Free,4.0,Germany,Desktop,0,2024-04-01 02:00:00
user_425,13.7,Morning,1,Beginner,3,Yes,Premium,3.0,Brazil,Desktop,0,2024-04-01 03:00:00
user_694,3.42,Morning,1,Intermediate,1,Yes,Premium,5.0,Australia,Mobile,0,2024-04-01 04:00:00
user_312,5.23,Evening,0,Beginner,1,Yes,Premium,5.0,Australia,Mobile,0,2024-04-01 05:00:00
user_592,6.61,Evening,1,Beginner,2,Yes,Free,5.0,Germany,Desktop,0,2024-04-01 06:00:00
user_554,2.78,Evening,1,Beginner,2,No,Free,1.0,Germany,Mobile,0,2024-04-01 07:00:00
user_99,4.79,Evening,1,Beginner,0,Yes,Premium,5.0,Canada,Tablet,0,2024-04-01 08:00:00
user_303,11.21,Evening,0,Beginner,1,Yes,Free,3.0,Brazil,Tablet,0,2024-04-01 09:00:00
user_7,18.63,Afternoon,1,Advanced,0,Yes,Free,4.0,Germany,Tablet,0,2024-04-01 10:00:00
user_985,18.05,Afternoon,0,Beginner,0,Yes,Free,4.0,Brazil,Desktop,0,2024-04-01 11:00:00
user_933,10.4,Evening,0,Intermediate,1,Yes,Free,3.0,Brazil,Tablet,0,2024-04-01 12:00:00
user_306,5.57,Afternoon,0,Beginner,1,Yes,Free,1.0,Germany,Desktop,0,2024-04-01 13:00:00
user_698,5.14,Morning,0,Intermediate,1,Yes,Free,4.0,Canada,Mobile,0,2024-04-01 14:00:00
user_724,5.74,Afternoon,1,Beginner,0,No,Free,4.0,USA,Mobile,0,2024-04-01 15:00:00
user_375,6.31,Afternoon,0,Beginner,1,No,Free,4.0,USA,Mobile,0,2024-04-01 16:00:00
user_247,5.34,Afternoon,0,Beginner,5,No,Free,2.0,Germany,Tablet,0,2024-04-01 17:00:00
user_227,8.65,Night,0,Beginner,1,Yes,Free,3.0,Australia,Desktop,0,2024-04-01 18:00:00
user_490,22.73,Afternoon,0,Beginner,1,No,Free,5.0,USA,Desktop,0,2024-04-01 19:00:00
user_536,26.16,Morning,1,Intermediate,1,Yes,Free,5.0,UK,Mobile,0,2024-04-01 20:00:00
user_510,0.98,Evening,0,Beginner,1,Yes,Free,5.0,USA,Mobile,0,2024-04-01 21:00:00
user_375,9.45,Morning,0,Beginner,0,No,Premium,5.0,USA,Mobile,0,2024-04-01 22:00:00
user_364,2.27,Evening,0,Advanced,0,Yes,Free,4.0,UK,Mobile,1,2024-04-01 23:00:00
user_716,14.76,Evening,0,Intermediate,1,No,Premium,4.0,Canada,Desktop,0,2024-04-02 00:00:00
user_227,7.79,Afternoon,1,Advanced,0,No,Free,4.0,Australia,Desktop,0,2024-04-02 01:00:00
user_387,27.87,Evening,0,Intermediate,0,Yes,Premium,5.0,Germany,Mobile,0,2024-04-02 02:00:00
user_445,17.52,Afternoon,0,Advanced,0,Yes,Free,4.0,Australia,Mobile,0,2024-04-02 03:00:00
user_84,1.74,Evening,1,Intermediate,3,Yes,Free,1.0,India,Tablet,0,2024-04-02 04:00:00
user_72,3.65,Afternoon,0,Beginner,1,No,Free,5.0,Canada,Tablet,0,2024-04-02 05:00:00
user_190,30.96,Evening,1,Advanced,0,No,Premium,5.0,Canada,Tablet,0,2024-04-02 06:00:00
user_650,4.48,Evening,1,Intermediate,1,Yes,Free,4.0,Brazil,Tablet,0,2024-04-02 07:00:00
user_314,1.89,Morning,0,Beginner,0,No,Premium,5.0,Australia,Mobile,1,2024-04-02 08:00:00
user_415,1.9,Evening,0,Advanced,2,Yes,Free,5.0,Brazil,Tablet,0,2024-04-02 09:00:00
user_122,1.03,Morning,1,Beginner,2,Yes,Free,3.0,Germany,Mobile,0,2024-04-02 10:00:00
user_878,0.64,Morning,0,Beginner,3,Yes,Free,4.0,USA,Tablet,0,2024-04-02 11:00:00
user_953,0.9,Evening,0,Beginner,2,Yes,Free,5.0,Brazil,Tablet,0,2024-04-02 12:00:00
user_785,0.65,Evening,1,Beginner,2,No,Free,5.0,India,Desktop,0,2024-04-02 13:00:00
user_202,15.97,Afternoon,1,Intermediate,0,Yes,Free,5.0,Germany,Mobile,0,2024-04-02 14:00:00
user_715,38.21,Evening,0,Intermediate,0,Yes,Free,4.0,USA,Tablet,0,2024-04-02 15:00:00
user_977,7.38,Night,1,Intermediate,0,No,Premium,5.0,UK,Desktop,0,2024-04-02 16:00:00
user_149,5.35,Evening,0,Beginner,2,Yes,Free,4.0,Germany,Tablet,0,2024-04-02 17:00:00
user_41,9.78,Evening,0,Intermediate,2,No,Free,4.0,USA,Desktop,0,2024-04-02 18:00:00
user_700,0.94,Afternoon,1,Beginner,1,Yes,Premium,4.0,Canada,Mobile,0,2024-04-02 19:00:00
user_162,15.6,Afternoon,1,Intermediate,1,Yes,Premium,5.0,Brazil,Tablet,0,2024-04-02 20:00:00
user_918,0.48,Afternoon,0,Beginner,1,Yes,Free,4.0,USA,Desktop,0,2024-04-02 21:00:00
user_769,13.42,Night,0,Intermediate,0,Yes,Free,3.0,Germany,Tablet,0,2024-04-02 22:00:00
user_17,3.85,Afternoon,1,Intermediate,2,Yes,Free,4.0,Australia,Mobile,0,2024-04-02 23:00:00
user_663,11.18,Evening,0,Beginner,0,Yes,Free,5.0,UK,Desktop,0,2024-04-03 00:00:00
user_538,1.19,Evening,0,Beginner,2,No,Free,4.0,USA,Mobile,0,2024-04-03 01:00:00
user_873,13.95,Evening,0,Beginner,1,Yes,Free,3.0,India,Tablet,0,2024-04-03 02:00:00
user_659,0.45,Evening,0,Beginner,2,Yes,Premium,5.0,Australia,Tablet,0,2024-04-03 03:00:00
user_237,5.76,Evening,1,Intermediate,2,No,Free,5.0,USA,Desktop,0,2024-04-03 04:00:00
user_954,5.45,Morning,0,Intermediate,2,Yes,Premium,4.0,Germany,Tablet,0,2024-04-03 05:00:00
user_393,11.92,Evening,0,Intermediate,0,Yes,Free,2.0,Germany,Tablet,0,2024-04-03 06:00:00
user_675,6.99,Afternoon,1,Intermediate,1,No,Free,4.0,Canada,Desktop,0,2024-04-03 07:00:00
user_459,9.09,Night,0,Advanced,0,Yes,Free,5.0,Australia,Tablet,0,2024-04-03 08:00:00
user_867,1.41,Evening,1,Intermediate,2,Yes,Free,5.0,USA,Mobile,0,2024-04-03 09:00:00
user_967,8.87,Afternoon,0,Beginner,0,No,Premium,3.0,USA,Desktop,0,2024-04-03 10:00:00
user_431,8.11,Evening,0,Intermediate,0,Yes,Free,4.0,India,Mobile,0,2024-04-03 11:00:00
user_460,0.51,Evening,0,Beginner,0,Yes,Free,5.0,UK,Tablet,1,2024-04-03 12:00:00
user_802,3.88,Evening,0,Beginner,2,No,Free,4.0,Germany,Mobile,0,2024-04-03 13:00:00
user_676,21.54,Morning,0,Beginner,1,Yes,Free,5.0,Germany,Tablet,0,2024-04-03 14:00:00
user_417,2.86,Afternoon,1,Advanced,2,Yes,Free,5.0,Canada,Desktop,0,2024-04-03 15:00:00
user_101,6.09,Evening,1,Beginner,0,Yes,Free,3.0,Brazil,Mobile,0,2024-04-03 16:00:00
user_192,20.45,Morning,0,Beginner,4,Yes,Free,4.0,India,Mobile,0,2024-04-03 17:00:00
user_357,12.33,Morning,0,Intermediate,2,No,Free,3.0,UK,Mobile,0,2024-04-03 18:00:00
user_957,15.95,Night,0,Beginner,1,No,Free,5.0,Brazil,Desktop,0,2024-04-03 19:00:00
user_938,11.12,Evening,0,Beginner,0,Yes,Free,5.0,Brazil,Desktop,0,2024-04-03 20:00:00
user_160,4.56,Evening,0,Intermediate,1,No,Free,5.0,Canada,Mobile,0,2024-04-03 21:00:00
user_69,10.54,Afternoon,0,Beginner,3,No,Premium,4.0,UK,Mobile,0,2024-04-03 22:00:00
user_401,0.14,Morning,1,Intermediate,0,Yes,Premium,3.0,Australia,Mobile,0,2024-04-03 23:00:00
user_106,15.1,Evening,0,Intermediate,0,No,Free,5.0,Brazil,Tablet,0,2024-04-04 00:00:00
user_528,4.81,Evening,0,Beginner,1,No,Free,5.0,Germany,Tablet,0,2024-04-04 01:00:00
user_666,18.29,Evening,0,Advanced,0,Yes,Free,4.0,Canada,Desktop,0,2024-04-04 02:00:00
user_796,6.24,Afternoon,0,Intermediate,3,Yes,Free,5.0,India,Desktop,0,2024-04-04 03:00:00
user_200,0.28,Afternoon,1,Intermediate,0,Yes,Premium,5.0,Australia,Desktop,0,2024-04-04 04:00:00
user_598,2.96,Afternoon,1,Intermediate,3,Yes,Free,5.0,Germany,Tablet,0,2024-04-04 05:00:00
user_453,19.28,Morning,1,Beginner,1,No,Free,4.0,UK,Tablet,0,2024-04-04 06:00:00
user_617,2.43,Evening,1,Beginner,0,Yes,Premium,4.0,Canada,Tablet,0,2024-04-04 07:00:00
user_457,0.04,Evening,1,Beginner,2,Yes,Premium,4.0,Germany,Desktop,0,2024-04-04 08:00:00
user_278,3.37,Morning,1,Intermediate,1,No,Premium,4.0,Australia,Mobile,0,2024-04-04 09:00:00
user_788,16.16,Afternoon,1,Beginner,3,Yes,Free,5.0,Brazil,Tablet,0,2024-04-04 10:00:00
user_904,8.41,Afternoon,0,Advanced,1,Yes,Free,5.0,Germany,Mobile,0,2024-04-04 11:00:00
user_712,26.59,Evening,0,Intermediate,1,No,Free,4.0,Australia,Mobile,0,2024-04-04 12:00:00
user_387,45.75,Morning,1,Advanced,1,Yes,Free,4.0,Australia,Tablet,0,2024-04-04 13:00:00
user_808,15.61,Afternoon,0,Intermediate,2,No,Free,4.0,Germany,Tablet,0,2024-04-04 14:00:00
user_359,3.5,Afternoon,1,Beginner,3,Yes,Free,4.0,Brazil,Mobile,0,2024-04-04 15:00:00
user_630,19.81,Morning,0,Beginner,1,No,Free,4.0,Brazil,Tablet,0,2024-04-04 16:00:00
user_659,28.9,Evening,0,Beginner,3,Yes,Free,5.0,India,Mobile,0,2024-04-04 17:00:00
user_689,6.96,Evening,0,Intermediate,2,Yes,Premium,5.0,Germany,Desktop,0,2024-04-04 18:00:00
user_936,7.94,Night,0,Intermediate,0,Yes,Free,3.0,Brazil,Tablet,0,2024-04-04 19:00:00
user_753,5.25,Afternoon,1,Intermediate,1,No,Free,2.0,Canada,Desktop,0,2024-04-04 20:00:00
user_620,2.13,Afternoon,0,Intermediate,0,No,Free,3.0,USA,Mobile,1,2024-04-04 21:00:00
user_455,7.11,Night,1,Advanced,2,No,Free,5.0,UK,Desktop,0,2024-04-04 22:00:00
user_640,4.88,Afternoon,0,Beginner,0,Yes,Premium,3.0,Australia,Tablet,1,2024-04-04 23:00:00
user_139,2.99,Evening,0,Beginner,1,Yes,Free,4.0,India,Desktop,0,2024-04-05 00:00:00
user_315,16.43,Evening,1,Beginner,0,No,Free,5.0,UK,Mobile,0,2024-04-05 01:00:00
user_944,6.61,Evening,0,Beginner,2,No,Free,2.0,India,Tablet,0,2024-04-05 02:00:00
user_625,9.05,Evening,1,Beginner,0,No,Free,4.0,Canada,Mobile,0,2024-04-05 03:00:00
user_334,6.7,Morning,0,Beginner,2,Yes,Free,3.0,Canada,Desktop,0,2024-04-05 04:00:00
user_11,10.71,Night,1,Intermediate,1,No,Premium,4.0,Australia,Desktop,0,2024-04-05 05:00:00
user_201,3.43,Evening,0,Intermediate,1,No,Premium,3.0,USA,Mobile,0,2024-04-05 06:00:00
user_49,6.85,Afternoon,0,Beginner,0,Yes,Free,2.0,Brazil,Desktop,0,2024-04-05 07:00:00
user_282,4.06,Morning,1,Intermediate,0,No,Free,5.0,USA,Tablet,0,2024-04-05 08:00:00
user_416,14.98,Evening,0,Advanced,2,Yes,Free,4.0,Australia,Mobile,0,2024-04-05 09:00:00
user_693,14.82,Afternoon,1,Beginner,0,Yes,Free,5.0,Canada,Desktop,0,2024-04-05 10:00:00
user_910,15.8,Evening,0,Intermediate,0,Yes,Free,5.0,India,Desktop,0,2024-04-05 11:00:00
user_44,1.76,Morning,0,Advanced,2,Yes,Free,5.0,Germany,Desktop,0,2024-04-05 12:00:00
user_773,2.55,Afternoon,0,Beginner,1,Yes,Premium,5.0,Canada,Tablet,0,2024-04-05 13:00:00
user_976,7.67,Evening,0,Intermediate,0,Yes,Free,4.0,Canada,Tablet,0,2024-04-05 14:00:00
user_443,33.74,Night,1,Beginner,2,No,Free,3.0,Germany,Mobile,0,2024-04-05 15:00:00
user_976,17.7,Evening,0,Intermediate,2,Yes,Free,3.0,Brazil,Tablet,0,2024-04-05 16:00:00
user_944,5.75,Afternoon,0,Advanced,2,Yes,Premium,3.0,Brazil,Tablet,0,2024-04-05 17:00:00
user_99,29.79,Night,1,Intermediate,2,Yes,Premium,4.0,Canada,Mobile,0,2024-04-05 18:00:00
user_294,20.24,Morning,0,Beginner,0,Yes,Free,5.0,Canada,Mobile,0,2024-04-05 19:00:00
user_885,0.66,Afternoon,0,Intermediate,2,Yes,Free,5.0,Germany,Tablet,0,2024-04-05 20:00:00
user_548,1.49,Afternoon,0,Beginner,2,Yes,Premium,5.0,Canada,Tablet,0,2024-04-05 21:00:00
user_104,21.2,Afternoon,1,Beginner,0,Yes,Free,4.0,Australia,Desktop,0,2024-04-05 22:00:00
user_430,18.84,Morning,0,Beginner,1,Yes,Free,4.0,Germany,Tablet,0,2024-04-05 23:00:00
user_924,7.85,Afternoon,0,Intermediate,0,No,Free,4.0,Brazil,Mobile,0,2024-04-06 00:00:00
user_479,29.44,Evening,1,Intermediate,1,No,Premium,5.0,UK,Mobile,0,2024-04-06 01:00:00
user_38,21.34,Afternoon,0,Advanced,3,Yes,Premium,5.0,Australia,Tablet,0,2024-04-06 02:00:00
user_571,2.95,Afternoon,0,Beginner,1,Yes,Premium,4.0,Canada,Desktop,0,2024-04-06 03:00:00
user_922,18.45,Afternoon,1,Beginner,0,No,Premium,4.0,Brazil,Tablet,0,2024-04-06 04:00:00
user_690,41.83,Evening,1,Intermediate,1,Yes,Free,4.0,Brazil,Tablet,0,2024-04-06 05:00:00
user_929,0.37,Afternoon,0,Advanced,3,No,Free,3.0,Germany,Desktop,0,2024-04-06 06:00:00
user_997,5.16,Afternoon,1,Intermediate,0,No,Free,3.0,Canada,Desktop,0,2024-04-06 07:00:00
user_875,8.6,Night,1,Intermediate,1,Yes,Premium,4.0,India,Tablet,0,2024-04-06 08:00:00
user_4,2.68,Night,1,Intermediate,0,Yes,Free,5.0,Germany,Desktop,0,2024-04-06 09:00:00
user_554,1.23,Evening,1,Beginner,1,No,Premium,2.0,Canada,Mobile,0,2024-04-06 10:00:00
user_898,1.85,Evening,1,Beginner,2,No,Free,5.0,Brazil,Mobile,0,2024-04-06 11:00:00
user_899,9.57,Afternoon,1,Intermediate,1,No,Free,5.0,Germany,Mobile,0,2024-04-06 12:00:00
user_825,22.11,Morning,0,Intermediate,0,No,Free,4.0,UK,Tablet,0,2024-04-06 13:00:00
user_627,16.86,Afternoon,0,Beginner,0,Yes,Free,4.0,USA,Mobile,0,2024-04-06 14:00:00
user_616,3.59,Afternoon,0,Advanced,0,No,Free,5.0,India,Mobile,1,2024-04-06 15:00:00
user_139,3.6,Night,0,Intermediate,4,Yes,Free,4.0,USA,Desktop,0,2024-04-06 16:00:00
user_867,4.22,Evening,0,Beginner,1,No,Premium,3.0,Brazil,Desktop,0,2024-04-06 17:00:00
user_160,16.67,Afternoon,0,Beginner,0,No,Free,3.0,Canada,Mobile,0,2024-04-06 18:00:00
user_915,25.09,Afternoon,0,Beginner,2,Yes,Free,3.0,India,Desktop,0,2024-04-06 19:00:00
user_274,1.93,Morning,1,Advanced,2,Yes,Free,5.0,Germany,Desktop,0,2024-04-06 20:00:00
user_488,0.14,Afternoon,1,Beginner,1,Yes,Free,5.0,Germany,Desktop,0,2024-04-06 21:00:00
user_145,6.96,Evening,0,Advanced,0,No,Free,5.0,Australia,Mobile,0,2024-04-06 22:00:00
user_681,11.14,Morning,1,Beginner,0,No,Free,4.0,Australia,Tablet,0,2024-04-06 23:00:00
user_870,7.01,Evening,0,Intermediate,4,Yes,Free,5.0,Canada,Mobile,0,2024-04-07 00:00:00
user_575,49.25,Evening,0,Beginner,2,Yes,Free,3.0,India,Desktop,0,2024-04-07 01:00:00
user_120,11.93,Afternoon,0,Advanced,1,Yes,Free,4.0,Australia,Mobile,0,2024-04-07 02:00:00
user_122,9.92,Evening,1,Intermediate,0,Yes,Free,3.0,Germany,Mobile,0,2024-04-07 03:00:00
user_788,0.78,Evening,1,Intermediate,3,No,Free,4.0,India,Mobile,0,2024-04-07 04:00:00
user_925,3.41,Night,1,Intermediate,1,No,Free,3.0,Brazil,Mobile,0,2024-04-07 05:00:00
user_32,3.81,Afternoon,1,Beginner,3,No,Free,5.0,UK,Desktop,0,2024-04-07 06:00:00
user_583,7.02,Night,1,Beginner,1,Yes,Free,5.0,Canada,Desktop,0,2024-04-07 07:00:00
user_270,3.37,Afternoon,1,Intermediate,0,No,Premium,2.0,USA,Desktop,0,2024-04-07 08:00:00
user_192,17.44,Evening,1,Beginner,1,No,Free,4.0,India,Desktop,0,2024-04-07 09:00:00
user_734,1.64,Evening,0,Beginner,1,Yes,Premium,2.0,Canada,Desktop,0,2024-04-07 10:00:00
user_921,2.13,Evening,1,Beginner,0,Yes,Free,4.0,UK,Tablet,0,2024-04-07 11:00:00
user_702,17.46,Morning,0,Beginner,2,No,Free,5.0,UK,Desktop,0,2024-04-07 12:00:00
user_151,7.43,Afternoon,1,Intermediate,1,Yes,Free,4.0,Germany,Tablet,0,2024-04-07 13:00:00
user_379,18.58,Afternoon,0,Beginner,0,Yes,Free,5.0,USA,Desktop,0,2024-04-07 14:00:00
user_801,2.76,Evening,0,Advanced,3,No,Premium,1.0,Germany,Tablet,0,2024-04-07 15:00:00
user_560,7.72,Afternoon,0,Beginner,1,No,Free,5.0,Brazil,Desktop,0,2024-04-07 16:00:00
user_496,3.85,Afternoon,0,Beginner,1,Yes,Free,4.0,Brazil,Mobile,0,2024-04-07 17:00:00
user_184,3.8,Evening,0,Beginner,0,Yes,Free,1.0,UK,Desktop,1,2024-04-07 18:00:00
user_662,2.82,Evening,0,Beginner,2,No,Free,2.0,USA,Desktop,0,2024-04-07 19:00:00
user_900,51.25,Evening,0,Intermediate,1,Yes,Free,3.0,Australia,Mobile,0,2024-04-07 20:00:00
user_227,0.1,Evening,0,Beginner,2,Yes,Free,2.0,USA,Desktop,0,2024-04-07 21:00:00
user_214,1.45,Evening,0,Beginner,2,No,Free,1.0,Brazil,Tablet,0,2024-04-07 22:00:00
user_679,1.63,Afternoon,1,Beginner,1,Yes,Free,5.0,India,Desktop,0,2024-04-07 23:00:00
user_32,17.87,Evening,0,Intermediate,0,No,Premium,1.0,UK,Mobile,0,2024-04-08 00:00:00
user_143,5.8,Evening,1,Beginner,2,Yes,Premium,2.0,UK,Mobile,0,2024-04-08 01:00:00
user_780,1.52,Evening,1,Intermediate,1,No,Free,5.0,Brazil,Desktop,0,2024-04-08 02:00:00
user_681,26.38,Evening,1,Beginner,1,No,Premium,1.0,Australia,Desktop,0,2024-04-08 03:00:00
user_575,0.67,Morning,1,Beginner,1,Yes,Free,5.0,Brazil,Mobile,0,2024-04-08 04:00:00
user_821,8.82,Night,0,Beginner,0,No,Free,1.0,Germany,Mobile,0,2024-04-08 05:00:00
user_578,12.17,Afternoon,0,Beginner,1,Yes,Free,3.0,UK,Tablet,0,2024-04-08 06:00:00
user_819,7.1,Morning,0,Advanced,0,Yes,Free,5.0,USA,Desktop,0,2024-04-08 07:00:00
user_146,16.54,Morning,1,Intermediate,1,Yes,Free,5.0,Canada,Desktop,0,2024-04-08 08:00:00
user_234,8.78,Afternoon,0,Intermediate,1,Yes,Free,5.0,Brazil,Tablet,0,2024-04-08 09:00:00
user_430,12.24,Evening,1,Beginner,4,No,Premium,5.0,UK,Mobile,0,2024-04-08 10:00:00
user_964,2.88,Night,0,Beginner,0,No,Free,2.0,USA,Tablet,1,2024-04-08 11:00:00
user_628,13.48,Evening,1,Beginner,1,Yes,Free,5.0,UK,Mobile,0,2024-04-08 12:00:00
user_244,4.95,Morning,0,Beginner,2,Yes,Free,5.0,USA,Mobile,0,2024-04-08 13:00:00
user_495,0.06,Morning,0,Beginner,0,Yes,Free,5.0,Canada,Mobile,1,2024-04-08 14:00:00
user_498,38.74,Morning,0,Advanced,1,No,Free,5.0,USA,Tablet,0,2024-04-08 15:00:00
user_959,36.07,Evening,0,Beginner,2,Yes,Free,5.0,Australia,Desktop,0,2024-04-08 16:00:00
user_45,2.33,Afternoon,0,Intermediate,2,No,Free,4.0,USA,Mobile,0,2024-04-08 17:00:00
user_695,1.0,Afternoon,1,Beginner,0,Yes,Premium,4.0,USA,Tablet,0,2024-04-08 18:00:00
user_864,4.01,Afternoon,0,Beginner,2,No,Free,5.0,Brazil,Tablet,0,2024-04-08 19:00:00
user_44,1.28,Morning,1,Intermediate,3,No,Premium,4.0,UK,Desktop,0,2024-04-08 20:00:00
user_711,1.83,Evening,0,Beginner,0,Yes,Premium,5.0,UK,Mobile,1,2024-04-08 21:00:00
user_306,7.57,Night,1,Intermediate,1,Yes,Free,5.0,USA,Desktop,0,2024-04-08 22:00:00
user_183,6.95,Evening,1,Beginner,0,Yes,Free,5.0,Australia,Desktop,0,2024-04-08 23:00:00
user_136,8.03,Evening,0,Intermediate,4,No,Premium,4.0,USA,Desktop,0,2024-04-09 00:00:00
user_921,2.96,Morning,1,Beginner,0,No,Free,4.0,Germany,Desktop,0,2024-04-09 01:00:00
user_50,4.22,Afternoon,0,Beginner,2,Yes,Free,5.0,Germany,Desktop,0,2024-04-09 02:00:00
user_892,0.71,Morning,0,Intermediate,0,No,Free,3.0,Germany,Mobile,1,2024-04-09 03:00:00
user_33,1.85,Evening,0,Intermediate,1,No,Free,5.0,Australia,Desktop,0,2024-04-09 04:00:00
user_91,2.45,Evening,0,Intermediate,2,No,Free,5.0,USA,Mobile,0,2024-04-09 05:00:00
user_366,12.84,Evening,1,Beginner,1,No,Premium,5.0,Canada,Tablet,0,2024-04-09 06:00:00
user_669,27.14,Afternoon,1,Beginner,2,Yes,Free,3.0,Brazil,Mobile,0,2024-04-09 07:00:00
user_5,1.3,Evening,1,Beginner,1,Yes,Premium,4.0,UK,Mobile,0,2024-04-09 08:00:00
user_862,2.37,Evening,0,Advanced,2,Yes,Free,5.0,Australia,Tablet,0,2024-04-09 09:00:00
user_256,16.35,Afternoon,0,Beginner,0,No,Free,4.0,India,Desktop,0,2024-04-09 10:00:00
user_691,3.57,Night,0,Advanced,1,No,Free,5.0,Australia,Tablet,0,2024-04-09 11:00:00
user_896,11.46,Morning,0,Intermediate,2,No,Premium,5.0,Australia,Desktop,0,2024-04-09 12:00:00
user_6,3.02,Night,0,Beginner,1,Yes,Free,5.0,India,Mobile,0,2024-04-09 13:00:00
user_287,33.49,Evening,0,Beginner,0,Yes,Free,4.0,Brazil,Tablet,0,2024-04-09 14:00:00
user_674,2.21,Morning,1,Advanced,2,No,Free,5.0,India,Mobile,0,2024-04-09 15:00:00
user_874,15.11,Evening,1,Intermediate,1,No,Free,3.0,UK,Tablet,0,2024-04-09 16:00:00
user_34,3.75,Morning,1,Beginner,1,No,Free,5.0,UK,Desktop,0,2024-04-09 17:00:00
user_518,4.55,Morning,1,Beginner,1,Yes,Free,3.0,UK,Desktop,0,2024-04-09 18:00:00
user_937,1.32,Evening,0,Advanced,0,Yes,Free,2.0,Germany,Tablet,1,2024-04-09 19:00:00
user_895,9.22,Evening,0,Intermediate,1,Yes,Premium,3.0,USA,Mobile,0,2024-04-09 20:00:00
user_17,20.16,Evening,0,Beginner,2,No,Free,3.0,Canada,Tablet,0,2024-04-09 21:00:00
user_438,18.74,Evening,1,Intermediate,2,Yes,Free,4.0,Canada,Mobile,0,2024-04-09 22:00:00
user_755,3.3,Morning,0,Advanced,1,Yes,Free,3.0,Canada,Mobile,0,2024-04-09 23:00:00
user_462,1.49,Evening,1,Beginner,2,Yes,Free,2.0,Germany,Mobile,0,2024-04-10 00:00:00
user_180,39.09,Evening,0,Beginner,1,No,Free,3.0,Brazil,Desktop,0,2024-04-10 01:00:00
user_405,8.27,Morning,0,Intermediate,2,No,Free,5.0,Australia,Desktop,0,2024-04-10 02:00:00
user_550,8.07,Evening,1,Advanced,6,Yes,Premium,4.0,UK,Desktop,0,2024-04-10 03:00:00
user_17,16.85,Afternoon,0,Intermediate,1,No,Premium,4.0,India,Mobile,0,2024-04-10 04:00:00
user_304,4.39,Morning,0,Beginner,0,Yes,Premium,5.0,Germany,Tablet,1,2024-04-10 05:00:00
user_285,10.04,Morning,1,Advanced,3,No,Free,4.0,Germany,Tablet,0,2024-04-10 06:00:00
user_685,0.69,Morning,0,Advanced,0,No,Free,4.0,Germany,Desktop,1,2024-04-10 07:00:00
user_501,6.87,Afternoon,1,Intermediate,0,No,Free,2.0,Brazil,Desktop,0,2024-04-10 08:00:00
user_333,11.11,Evening,0,Intermediate,0,Yes,Free,3.0,Australia,Tablet,0,2024-04-10 09:00:00
user_389,13.93,Morning,0,Beginner,1,No,Premium,5.0,India,Tablet,0,2024-04-10 10:00:00
user_561,2.39,Afternoon,0,Intermediate,2,No,Free,4.0,Australia,Desktop,0,2024-04-10 11:00:00
user_356,14.94,Morning,1,Intermediate,1,Yes,Free,4.0,Canada,Desktop,0,2024-04-10 12:00:00
user_845,32.87,Evening,0,Advanced,1,Yes,Free,3.0,India,Tablet,0,2024-04-10 13:00:00
